index, total_norm_before, time_r, total_norm_after,        sen_train_before, spe_train_before, sen_train_after, spe_train_after, time_train,        sen_test_before, spe_test_before, sen_test_after, spe_test_after, time_test 
45,0.7454,0.1532,0.0048,23.26,72.09,100.0,72.09,9.0,30.95,69.05,100.0,2.3800000000000003,0.831
46,0.6397,0.149,0.3229,33.33,66.67,97.61999999999999,66.67,9.0,40.48,78.57,100.0,4.760000000000001,0.394
47,0.7363,0.127,0.2118,26.47,82.35,100.0,82.35,9.0,20.59,76.47,100.0,0.0,0.35
48,0.4403,0.124,0.0398,51.519999999999996,48.480000000000004,100.0,48.480000000000004,9.0,50.0,81.25,100.0,0.0,2.5251
49,0.3462,0.144,0.1025,60.0,67.5,92.5,67.5,9.0,50.0,62.5,100.0,0.0,0.385
50,0.7431,0.167,0.1761,21.279999999999998,65.96,93.62,65.96,9.0,17.39,71.74000000000001,93.47999999999999,6.52,0.903
51,0.5978,0.154,0.0159,29.549999999999997,68.17999999999999,100.0,68.17999999999999,9.0,29.549999999999997,61.36000000000001,100.0,0.0,0.4071
52,0.7076,0.152,0.3045,27.91,60.47,100.0,60.47,9.0,44.190000000000005,58.14,100.0,0.0,0.3983
53,0.4685,0.156,0.2175,44.440000000000005,80.0,97.78,80.0,9.0,38.64,65.91,100.0,0.0,0.852
54,0.6075,0.158,0.062,35.56,51.11,100.0,51.11,9.0,51.11,73.33,100.0,2.22,0.4124
55,0.6047,0.149,0.1706,37.21,67.44,100.0,67.44,9.0,40.48,73.81,100.0,0.0,0.829
56,0.5455,0.156,0.0113,41.86,55.81,90.7,55.81,9.0,23.26,55.81,97.67,6.98,0.408
57,0.8279,0.133,0.2566,16.669999999999998,61.11,100.0,61.11,9.0,11.110000000000001,97.22,100.0,0.0,0.3577
58,0.8212,0.158,0.1533,18.18,63.63999999999999,97.72999999999999,63.63999999999999,9.0,25.580000000000002,93.02,100.0,0.0,0.871
59,0.6464,0.134,0.0862,30.56,97.22,97.22,94.44,9.0,17.14,94.28999999999999,100.0,2.86,0.725
60,0.5367,0.159,0.0112,40.0,71.11,97.78,71.11,9.0,25.0,84.09,93.17999999999999,4.55,0.843
61,0.6131,0.151,0.0035,32.56,65.12,100.0,65.12,9.0,52.38,73.81,100.0,0.0,0.828
62,0.5075,0.154,0.244,41.86,67.44,97.67,67.44,9.0,40.48,73.81,100.0,7.140000000000001,0.8271
63,0.6334,0.143,0.0652,33.33,69.23,100.0,69.23,9.0,38.46,74.36,100.0,0.0,0.3751
64,0.6024,0.137,0.1041,37.84,64.86,100.0,64.86,9.0,27.779999999999998,63.89,94.44,2.78,0.7091
65,0.7271,0.111,0.3716,24.14,72.41,93.10000000000001,72.41,9.0,24.14,65.52,100.0,0.0,0.2871
66,0.4234,0.135,0.0515,55.559999999999995,72.22,94.44,72.22,9.0,44.440000000000005,66.67,100.0,0.0,0.364
67,0.5217,0.155,0.0401,45.45,77.27000000000001,97.72999999999999,77.27000000000001,9.0,30.23,67.44,100.0,0.0,0.8416
68,0.7489,0.155,0.0415,20.45,95.45,97.72999999999999,88.64,9.0,18.18,95.45,97.72999999999999,9.09,0.4241
69,0.6409,0.168,0.0258,31.25,95.83,93.75,91.67,8.0,25.0,60.419999999999995,100.0,2.08,0.4228
70,0.7002,0.1631,0.0756,30.43,58.699999999999996,97.83,58.699999999999996,9.0,44.440000000000005,71.11,100.0,0.0,0.8652
71,0.7939,0.132,0.0398,21.62,70.27,91.89,70.27,9.0,22.220000000000002,63.89,97.22,0.0,0.7161
72,0.704,0.153,0.0032,29.549999999999997,65.91,90.91,65.91,9.0,20.93,76.74,100.0,4.65,0.846
73,0.6041,0.158,0.0123,37.78,73.33,97.78,73.33,9.0,43.18,65.91,97.72999999999999,4.55,0.8405
74,0.4461,0.145,0.0422,51.22,63.41,100.0,63.41,9.0,53.66,63.41,100.0,0.0,0.387
75,0.67,0.163,0.1081,29.17,62.5,91.67,62.5,8.0,36.17,61.7,100.0,0.0,3.1539
76,0.5491,0.149,0.1786,42.86,66.67,95.24000000000001,66.67,9.0,38.1,80.95,97.61999999999999,0.0,0.3935
77,0.5436,0.143,0.1944,41.03,58.97,97.44,58.97,9.0,52.629999999999995,71.05,100.0,0.0,0.774
78,0.6369,0.149,0.1601,34.150000000000006,60.980000000000004,97.56,60.980000000000004,9.0,32.5,60.0,100.0,0.0,0.784
79,0.7746,0.158,0.2427,18.18,86.36,100.0,86.36,9.0,29.549999999999997,54.55,100.0,2.27,0.4051
80,0.6448,0.164,0.0948,34.78,63.04,100.0,63.04,9.0,21.740000000000002,93.47999999999999,100.0,0.0,0.4161
81,0.6795,0.154,0.0286,31.819999999999997,77.27000000000001,95.45,77.27000000000001,9.0,20.45,84.09,95.45,11.360000000000001,0.4061
82,0.7851,0.158,0.1208,20.45,59.089999999999996,95.45,59.089999999999996,9.0,30.23,79.07,100.0,2.33,0.8371
83,0.3235,0.148,0.013,63.41,60.980000000000004,90.24,60.980000000000004,9.0,58.540000000000006,58.540000000000006,100.0,2.44,0.3862
84,0.7206,0.119,0.234,25.81,64.52,100.0,64.52,9.0,23.330000000000002,66.67,100.0,0.0,0.764
85,0.6797,0.143,0.1485,30.769999999999996,71.78999999999999,100.0,71.78999999999999,9.0,31.580000000000002,73.68,100.0,0.0,0.781
