index, total_norm_before, time_r, total_norm_after,        sen_train_before, spe_train_before, sen_train_after, spe_train_after, time_train,        sen_test_before, spe_test_before, sen_test_after, spe_test_after, time_test 
134,0.7177,0.162,0.253,30.43,91.3,80.43,91.3,8.0,19.57,84.78,97.83,10.870000000000001,0.2442
135,0.6709,0.151,0.1202,33.33,84.44,88.89,62.22,8.0,36.36,61.36000000000001,90.91,13.639999999999999,0.8361
136,0.8673,0.123,0.2728,9.09,66.67,84.85000000000001,54.55,8.0,9.379999999999999,62.5,90.62,21.88,1.5226
137,0.7992,0.154,0.2417,18.18,79.55,90.91,79.55,8.0,20.93,65.12,83.72,18.6,0.8341
138,0.6324,0.128,0.0103,31.430000000000003,62.86000000000001,97.14,62.86000000000001,8.0,25.71,71.43,97.14,8.57,0.2118
139,0.4039,0.153,0.1765,55.81,65.12,81.39999999999999,65.12,8.0,52.38,71.43,97.61999999999999,2.3800000000000003,0.824
140,0.7018,0.133,0.0316,26.32,71.05,78.95,65.79,8.0,18.92,59.46,97.3,0.0,0.7443
141,0.5333,0.144,0.1106,43.9,65.85,78.05,65.85,8.0,47.5,65.0,100.0,0.0,0.7711
142,0.6439,0.147,0.0079,30.95,73.81,90.48,73.81,8.0,52.38,61.9,100.0,0.0,0.2292
143,0.7429,0.15,0.134,18.6,74.42,65.12,62.79,8.0,20.93,67.44,100.0,0.0,0.2349
144,0.5452,0.143,0.0535,41.46,65.85,97.56,65.85,8.0,29.270000000000003,75.61,100.0,0.0,0.235
145,0.5133,0.156,0.0089,44.440000000000005,62.22,75.56,60.0,8.0,45.45,68.17999999999999,95.45,0.0,0.8765
146,0.5321,0.141,0.0296,45.0,87.5,90.0,77.5,8.0,37.5,77.5,92.5,15.0,0.2263
147,0.6666,0.144,0.0754,30.0,90.0,97.5,90.0,8.0,25.64,87.18,71.78999999999999,7.6899999999999995,0.78
148,0.8022,0.157,0.2176,19.15,74.47,78.72,68.08999999999999,8.0,32.61,71.74000000000001,89.13,15.22,0.894
149,0.7852,0.137,0.0392,21.05,63.160000000000004,86.83999999999999,63.160000000000004,8.0,32.43,62.160000000000004,100.0,0.0,0.788
150,0.551,0.154,0.0112,40.910000000000004,61.36000000000001,90.91,61.36000000000001,8.0,34.089999999999996,75.0,93.17999999999999,2.27,0.238
151,0.5716,0.155,0.0358,33.33,66.67,88.89,66.67,8.0,22.73,61.36000000000001,97.72999999999999,4.55,0.8381
152,0.7473,0.155,0.0659,20.0,77.78,86.67,75.56,8.0,38.64,61.36000000000001,100.0,0.0,0.8351
153,0.5015,0.133,0.0535,43.24,78.38000000000001,94.59,78.38000000000001,8.0,55.559999999999995,55.559999999999995,94.44,5.56,0.6992
154,0.6221,0.148,0.1382,34.88,81.39999999999999,90.7,81.39999999999999,8.0,37.21,67.44,93.02,2.33,0.2366
155,0.4971,0.132,0.0219,37.84,75.68,83.78,75.68,8.0,62.160000000000004,75.68,94.59,5.41,0.218
156,0.7343,0.15,0.0779,25.0,81.82000000000001,86.36,81.82000000000001,8.0,25.0,72.72999999999999,93.17999999999999,0.0,0.2373
157,0.2083,0.111,0.0314,73.33,53.33,100.0,53.33,8.0,79.31,58.620000000000005,100.0,0.0,0.8067
158,0.4402,0.152,0.0418,46.67,62.22,93.33,62.22,8.0,37.78,66.67,86.67,13.33,0.241
159,0.7071,0.146,0.2349,30.95,88.1,95.24000000000001,83.33,8.0,26.83,60.980000000000004,95.12,0.0,0.8051
160,0.6117,0.14,0.2881,30.769999999999996,71.78999999999999,71.78999999999999,71.78999999999999,8.0,21.05,73.68,100.0,0.0,0.7671
161,0.7089,0.142,0.1938,25.0,67.5,77.5,57.49999999999999,8.0,27.500000000000004,65.0,82.5,5.0,0.226
162,0.4247,0.135,0.0934,44.74,63.160000000000004,84.21,63.160000000000004,8.0,36.84,78.95,92.11,23.68,0.2188
163,0.7592,0.143,0.1185,23.080000000000002,66.67,89.74,66.67,8.0,20.51,87.18,100.0,2.56,0.2213
164,0.6342,0.15,0.1639,34.88,81.39999999999999,95.35,76.74,8.0,45.24,80.95,90.48,7.140000000000001,0.8181
165,0.2452,0.126,0.0841,62.86000000000001,65.71000000000001,82.86,65.71000000000001,8.0,71.43,74.29,91.43,14.29,0.2147
166,0.6959,0.154,0.1658,26.669999999999998,73.33,80.0,71.11,8.0,28.89,71.11,93.33,2.22,0.244
167,0.6809,0.155,0.0315,33.33,80.0,93.33,80.0,8.0,25.0,59.089999999999996,100.0,0.0,0.8331
168,0.4346,0.151,0.0512,50.0,70.45,70.45,59.089999999999996,8.0,44.190000000000005,67.44,88.37,11.63,0.8382
169,0.528,0.153,0.0457,38.64,65.91,93.17999999999999,65.91,8.0,34.089999999999996,61.36000000000001,84.09,2.27,0.2354
